Code,Year,MilEx(% of GDP),Unempl(Male),GDP % growth,GDPpCap,Unempl,Inflation,GDP,Conflict,Conf_Code,Stage,Country,Description
IRQ,2003-2011,3.691676876,23.75000048,4.071930807,703.0235729,22.59999991,15.42150861,20806058017,Iraq War,IW,During,Iraq,"On March 20, 2003, the United States initiated offensive military action against Iraq for the stated purpose of deposing Iraqi leader Saddam Hussein and preventing his use of suspected nuclear weapons (weapons of mass destruction.) British, Australian, Polish, and Danish forces participated in the invasion. U.S. led forces took control of Baghdad on April 9, 2003. An investigation following the invasion found that Iraq had had no active programs at the time of the invasion.  There was both support and opposition to the war.  The war continued with the United States coalition forces facing increased insurgency from Shiite militants, Sunni militants, and terrorists aligned with Al Queda.  The U.S. completed its withdrawal of military personnel in December 2011.[14]"
IRQ,2000-2002,,,-6.233333333,967.4885494,,11.99228905,24091480059,Iraq War,IW,Pre,Iraq,"On March 20, 2003, the United States initiated offensive military action against Iraq for the stated purpose of deposing Iraqi leader Saddam Hussein and preventing his use of suspected nuclear weapons (weapons of mass destruction.) British, Australian, Polish, and Danish forces participated in the invasion. U.S. led forces took control of Baghdad on April 9, 2003. An investigation following the invasion found that Iraq had had no active programs at the time of the invasion.  There was both support and opposition to the war.  The war continued with the United States coalition forces facing increased insurgency from Shiite militants, Sunni militants, and terrorists aligned with Al Queda.  The U.S. completed its withdrawal of military personnel in December 2011.[14]"
IRN,1977-1979,,,-5.301390195,1984.02288,,17.19929036,71312726902,Iran-Iraq War,IIW,Pre,Iran,"During the eight years between Iraq's formal declaration of war on September 22, 1980, and Iran's acceptance of a cease-fire with effect on July 20, 1988, at the very least half a million and possibly twice as many troops were killed on both sides, at least half a million became permanent invalids, some 228 billion dollars were directly expended, and more than 400 billion dollars of damage (mostly to oil facilities, but also to cities) was inflicted, mostly by artillery barrages. Aside from that, the war was inconsequential: having won Iranian recognition of exclusive Iraqi sovereignty over the Shatt-el-Arab River (into which the Tigris and Euphrates combine, forming Iraq's best outlet to the sea), in 1988 Saddam Hussein surrendered that gain when in need of Iran's neutrality in anticipation of the 1991 Gulf War.[15]"
IRN,1980-1988,1.951789923,12.89999962,-1.027286279,1400.361267,14.19999981,16.41357924,62535885600,Iran-Iraq War,IIW,During,Iran,"During the eight years between Iraq's formal declaration of war on September 22, 1980, and Iran's acceptance of a cease-fire with effect on July 20, 1988, at the very least half a million and possibly twice as many troops were killed on both sides, at least half a million became permanent invalids, some 228 billion dollars were directly expended, and more than 400 billion dollars of damage (mostly to oil facilities, but also to cities) was inflicted, mostly by artillery barrages. Aside from that, the war was inconsequential: having won Iranian recognition of exclusive Iraqi sovereignty over the Shatt-el-Arab River (into which the Tigris and Euphrates combine, forming Iraq's best outlet to the sea), in 1988 Saddam Hussein surrendered that gain when in need of Iran's neutrality in anticipation of the 1991 Gulf War.[15]"
IRN,1989-1991,2.038660114,9.5,10.82002728,1283.224074,11.10000038,20.98867644,70423703291,Iran-Iraq War,IIW,Post,Iran,"During the eight years between Iraq's formal declaration of war on September 22, 1980, and Iran's acceptance of a cease-fire with effect on July 20, 1988, at the very least half a million and possibly twice as many troops were killed on both sides, at least half a million became permanent invalids, some 228 billion dollars were directly expended, and more than 400 billion dollars of damage (mostly to oil facilities, but also to cities) was inflicted, mostly by artillery barrages. Aside from that, the war was inconsequential: having won Iranian recognition of exclusive Iraqi sovereignty over the Shatt-el-Arab River (into which the Tigris and Euphrates combine, forming Iraq's best outlet to the sea), in 1988 Saddam Hussein surrendered that gain when in need of Iran's neutrality in anticipation of the 1991 Gulf War.[15]"
IND,1968-1970,,,5.028286403,209.4603526,,2.440330471,1.14E+11,Indo-Pakistani War of 1971,IP71,Pre,India,"When civil war erupted in Pakistan, pitting the West Pakistan army against East Pakistanis demanding autonomy and later independence, India invaded East Pakistan in support of the East Pakistani people in December 1971.  The Pakistani army surrendered at Dhaka and its army of more than 90,000 became Indian prisoners of war.  East Pakistan became the independent country of Bangladesh on 6 December 1971.[16]"
IND,1971,,,1.642930384,214.8322477,,5.32484105,1.22E+11,Indo-Pakistani War of 1971,IP71,During,India,"When civil war erupted in Pakistan, pitting the West Pakistan army against East Pakistanis demanding autonomy and later independence, India invaded East Pakistan in support of the East Pakistani people in December 1971.  The Pakistani army surrendered at Dhaka and its army of more than 90,000 became Indian prisoners of war.  East Pakistan became the independent country of Bangladesh on 6 December 1971.[16]"
IND,1972-1974,,,1.309185361,209.2377985,,15.11227803,1.24E+11,Indo-Pakistani War of 1971,IP71,Post,India,"When civil war erupted in Pakistan, pitting the West Pakistan army against East Pakistanis demanding autonomy and later independence, India invaded East Pakistan in support of the East Pakistani people in December 1971.  The Pakistani army surrendered at Dhaka and its army of more than 90,000 became Indian prisoners of war.  East Pakistan became the independent country of Bangladesh on 6 December 1971.[16]"
PAK,1968-1970,,,8.031527427,273.7821548,,2.448239342,15842897733,Indo-Pakistani War of 1971,IP71,Pre,Pakistan,"When civil war erupted in Pakistan, pitting the West Pakistan army against East Pakistanis demanding autonomy and later independence, India invaded East Pakistan in support of the East Pakistani people in December 1971.  The Pakistani army surrendered at Dhaka and its army of more than 90,000 became Indian prisoners of war.  East Pakistan became the independent country of Bangladesh on 6 December 1971.[16]"
PAK,1971,,,0.468372549,284.5827678,,5.241239083,17369154645,Indo-Pakistani War of 1971,IP71,During,Pakistan,"When civil war erupted in Pakistan, pitting the West Pakistan army against East Pakistanis demanding autonomy and later independence, India invaded East Pakistan in support of the East Pakistani people in December 1971.  The Pakistani army surrendered at Dhaka and its army of more than 90,000 became Indian prisoners of war.  East Pakistan became the independent country of Bangladesh on 6 December 1971.[16]"
PAK,1972-1974,,,3.805953991,287.1848927,,15.72990901,18556323620,Indo-Pakistani War of 1971,IP71,Post,Pakistan,"When civil war erupted in Pakistan, pitting the West Pakistan army against East Pakistanis demanding autonomy and later independence, India invaded East Pakistan in support of the East Pakistani people in December 1971.  The Pakistani army surrendered at Dhaka and its army of more than 90,000 became Indian prisoners of war.  East Pakistan became the independent country of Bangladesh on 6 December 1971.[16]"
IND,1962-1964,,,5.45947704,193.6494681,,7.103639194,92259614733,Indo-Pakistani War of 1965,IP65,Pre,India,"In April 1965, a clash between border patrols erupted into fighting in the Rann of Kutch, a sparsely inhabited region along the south-western Indo-Pakistani border. When the Indians withdrew, Pakistan claimed victory.
Later, in August, hostilities broke out again in the 2nd Indo-Pakistani war, when the government of Pakistan launched a covert offensive across the ceasefire line into the Indian-administered Jammu and Kashmir. In early September, India retaliated by crossing the international border at Lahore. After three weeks, both India and Pakistan agreed to a UN-sponsored ceasefire.  In January 1966, the governments of India and Pakistan met at Tashkent and signed a declaration affirming their commitment to solve their disputes through peaceful means.[17]"
IND,1965,,,-2.63577011,193.2870608,,8.300369406,95947770642,Indo-Pakistani War of 1965,IP65,During,India,"In April 1965, a clash between border patrols erupted into fighting in the Rann of Kutch, a sparsely inhabited region along the south-western Indo-Pakistani border. When the Indians withdrew, Pakistan claimed victory.
Later, in August, hostilities broke out again in the 2nd Indo-Pakistani war, when the government of Pakistan launched a covert offensive across the ceasefire line into the Indian-administered Jammu and Kashmir. In early September, India retaliated by crossing the international border at Lahore. After three weeks, both India and Pakistan agreed to a UN-sponsored ceasefire.  In January 1966, the governments of India and Pakistan met at Tashkent and signed a declaration affirming their commitment to solve their disputes through peaceful means.[17]"
IND,1966-1968,,,3.719521145,196.8232721,,8.100764953,1.02E+11,Indo-Pakistani War of 1965,IP65,Post,India,"In April 1965, a clash between border patrols erupted into fighting in the Rann of Kutch, a sparsely inhabited region along the south-western Indo-Pakistani border. When the Indians withdrew, Pakistan claimed victory.
Later, in August, hostilities broke out again in the 2nd Indo-Pakistani war, when the government of Pakistan launched a covert offensive across the ceasefire line into the Indian-administered Jammu and Kashmir. In early September, India retaliated by crossing the international border at Lahore. After three weeks, both India and Pakistan agreed to a UN-sponsored ceasefire.  In January 1966, the governments of India and Pakistan met at Tashkent and signed a declaration affirming their commitment to solve their disputes through peaceful means.[17]"
PAK,1962-1964,,,6.913815865,209.1292395,,1.21694706,10346497424,Indo-Pakistani War of 1965,IP65,Pre,Pakistan,"In April 1965, a clash between border patrols erupted into fighting in the Rann of Kutch, a sparsely inhabited region along the south-western Indo-Pakistani border. When the Indians withdrew, Pakistan claimed victory.
Later, in August, hostilities broke out again in the 2nd Indo-Pakistani war, when the government of Pakistan launched a covert offensive across the ceasefire line into the Indian-administered Jammu and Kashmir. In early September, India retaliated by crossing the international border at Lahore. After three weeks, both India and Pakistan agreed to a UN-sponsored ceasefire.  In January 1966, the governments of India and Pakistan met at Tashkent and signed a declaration affirming their commitment to solve their disputes through peaceful means.[17]"
PAK,1965,,,10.41936583,236.7000443,,3.879079184,12306759369,Indo-Pakistani War of 1965,IP65,During,Pakistan,"In April 1965, a clash between border patrols erupted into fighting in the Rann of Kutch, a sparsely inhabited region along the south-western Indo-Pakistani border. When the Indians withdrew, Pakistan claimed victory.
Later, in August, hostilities broke out again in the 2nd Indo-Pakistani war, when the government of Pakistan launched a covert offensive across the ceasefire line into the Indian-administered Jammu and Kashmir. In early September, India retaliated by crossing the international border at Lahore. After three weeks, both India and Pakistan agreed to a UN-sponsored ceasefire.  In January 1966, the governments of India and Pakistan met at Tashkent and signed a declaration affirming their commitment to solve their disputes through peaceful means.[17]"
PAK,1966-1968,,,6.141261773,252.0191054,,4.799724693,13818921383,Indo-Pakistani War of 1965,IP65,Post,Pakistan,"In April 1965, a clash between border patrols erupted into fighting in the Rann of Kutch, a sparsely inhabited region along the south-western Indo-Pakistani border. When the Indians withdrew, Pakistan claimed victory.
Later, in August, hostilities broke out again in the 2nd Indo-Pakistani war, when the government of Pakistan launched a covert offensive across the ceasefire line into the Indian-administered Jammu and Kashmir. In early September, India retaliated by crossing the international border at Lahore. After three weeks, both India and Pakistan agreed to a UN-sponsored ceasefire.  In January 1966, the governments of India and Pakistan met at Tashkent and signed a declaration affirming their commitment to solve their disputes through peaceful means.[17]"
ISR,2003-2005,8.789851045,9.399999937,3.765645943,19378.41441,10.03333314,0.191093847,1.32E+11,2006 Lebanon War,2006LW,Pre,Israel,"After eight Israeli soldiers had been killed and two captured by the Lebanese group Hezbollah, Israel and Hezbollah engaged in a 33-day war in which Hezbollah fired a hail of rockets into Israel and the Israelis bombed Lebanese towns, villages and infrastructure but made little headway in ground operations.  The war ended inconculsively but with Hezbollah largely intact.[18]"
ISR,2006,8.101779004,7.900000095,5.594227631,20715.56805,8.399999619,2.108725984,1.46E+11,2006 Lebanon War,2006LW,During,Israel,"After eight Israeli soldiers had been killed and two captured by the Lebanese group Hezbollah, Israel and Hezbollah engaged in a 33-day war in which Hezbollah fired a hail of rockets into Israel and the Israelis bombed Lebanese towns, villages and infrastructure but made little headway in ground operations.  The war ended inconculsively but with Hezbollah largely intact.[18]"
ISR,2007-2009,7.194187757,6.699999968,3.454053716,21670.95008,6.966666699,2.242382539,1.59E+11,2006 Lebanon War,2006LW,Post,Israel,"After eight Israeli soldiers had been killed and two captured by the Lebanese group Hezbollah, Israel and Hezbollah engaged in a 33-day war in which Hezbollah fired a hail of rockets into Israel and the Israelis bombed Lebanese towns, villages and infrastructure but made little headway in ground operations.  The war ended inconculsively but with Hezbollah largely intact.[18]"
GBR,1979-1981,,,-0.251929381,15669.79583,,15.12806546,8.82E+11,Falklands War,FW,Pre,Great Britian,"On 2 April 1982, Argentina invaded the Falkland Islands, a remote UK colony in the South Atlantic. The move led to a brief, but bitter war.  Argentina's military junta hoped to restore its support at a time of economic crisis, by reclaiming sovereignty of the islands. It said it had inherited them from Spain in the 1800s and they were close to South America.  The UK, which had ruled the islands for 150 years, quickly chose to fight. Prime Minister Margaret Thatcher said the 1,800 Falklanders were ""of British tradition and stock"". A task force was sent to reclaim the islands, 8,000 miles away.  In the fighting that followed, 655 Argentine and 255 British servicemen lost their lives, as did three Falkland Islanders.[35]"
GBR,1982,,,2.093068817,15734.18065,,7.407382222,8.86E+11,Falklands War,FW,During,Great Britian,"On 2 April 1982, Argentina invaded the Falkland Islands, a remote UK colony in the South Atlantic. The move led to a brief, but bitter war.  Argentina's military junta hoped to restore its support at a time of economic crisis, by reclaiming sovereignty of the islands. It said it had inherited them from Spain in the 1800s and they were close to South America.  The UK, which had ruled the islands for 150 years, quickly chose to fight. Prime Minister Margaret Thatcher said the 1,800 Falklanders were ""of British tradition and stock"". A task force was sent to reclaim the islands, 8,000 miles away.  In the fighting that followed, 655 Argentine and 255 British servicemen lost their lives, as did three Falkland Islanders.[35]"
GBR,1983-1985,,11.80000019,3.2982176,16758.84041,11.55000019,5.311264249,9.63E+11,Falklands War,FW,Post,Great Britian,"On 2 April 1982, Argentina invaded the Falkland Islands, a remote UK colony in the South Atlantic. The move led to a brief, but bitter war.  Argentina's military junta hoped to restore its support at a time of economic crisis, by reclaiming sovereignty of the islands. It said it had inherited them from Spain in the 1800s and they were close to South America.  The UK, which had ruled the islands for 150 years, quickly chose to fight. Prime Minister Margaret Thatcher said the 1,800 Falklanders were ""of British tradition and stock"". A task force was sent to reclaim the islands, 8,000 miles away.  In the fighting that followed, 655 Argentine and 255 British servicemen lost their lives, as did three Falkland Islanders.[35]"
ARG,1979-1981,,,2.894999267,3.399999976,3.399999976,114.8606482,2.05E+11,Falklands War,FW,Pre,Argentina,"On 2 April 1982, Argentina invaded the Falkland Islands, a remote UK colony in the South Atlantic. The move led to a brief, but bitter war.  Argentina's military junta hoped to restore its support at a time of economic crisis, by reclaiming sovereignty of the islands. It said it had inherited them from Spain in the 1800s and they were close to South America.  The UK, which had ruled the islands for 150 years, quickly chose to fight. Prime Minister Margaret Thatcher said the 1,800 Falklanders were ""of British tradition and stock"". A task force was sent to reclaim the islands, 8,000 miles away.  In the fighting that followed, 655 Argentine and 255 British servicemen lost their lives, as did three Falkland Islanders.[35]"
ARG,1982,,,-4.957178519,6556.347586,4.800000191,207.6176814,1.90E+11,Falklands War,FW,During,Argentina,"On 2 April 1982, Argentina invaded the Falkland Islands, a remote UK colony in the South Atlantic. The move led to a brief, but bitter war.  Argentina's military junta hoped to restore its support at a time of economic crisis, by reclaiming sovereignty of the islands. It said it had inherited them from Spain in the 1800s and they were close to South America.  The UK, which had ruled the islands for 150 years, quickly chose to fight. Prime Minister Margaret Thatcher said the 1,800 Falklanders were ""of British tradition and stock"". A task force was sent to reclaim the islands, 8,000 miles away.  In the fighting that followed, 655 Argentine and 255 British servicemen lost their lives, as did three Falkland Islanders.[35]"
ARG,1983-1985,,,-0.499926751,6535.010809,4.433333317,538.2958388,1.95E+11,Falklands War,FW,Post,Argentina,"On 2 April 1982, Argentina invaded the Falkland Islands, a remote UK colony in the South Atlantic. The move led to a brief, but bitter war.  Argentina's military junta hoped to restore its support at a time of economic crisis, by reclaiming sovereignty of the islands. It said it had inherited them from Spain in the 1800s and they were close to South America.  The UK, which had ruled the islands for 150 years, quickly chose to fight. Prime Minister Margaret Thatcher said the 1,800 Falklanders were ""of British tradition and stock"". A task force was sent to reclaim the islands, 8,000 miles away.  In the fighting that followed, 655 Argentine and 255 British servicemen lost their lives, as did three Falkland Islanders.[35]"
THA,1984-1986,,3.366666635,5.311164557,931.5247438,4.00000008,1.759409735,48773314428,Thai-Laotian Border War,TLB,Pre,Thailand,"In 1907, France (the colonial ruler of Laos), and Thailand (then known as Siam), signed a border treaty which later caused a dispute over the ownership of some border villages. Shooting broke out in 1984 over possession of three villages. Another cause of tension between the two Southeast Asian neighbors was the ongoing Hmong Rebellion in Laos. The rebels used bases in Thailand and often crossed the border to attack the Communist Laotian government.  Fighting broke out in December of 1987 in a dispute over land claimed by Laos, which considered the territory as part of the Laotian Bot District in Xaignabouri and by Thailand as part of Chat Trakan District in Phitsanulok Province.  Over 1,000 troops died before a cease-fire was put in place.[34]"
THA,1987-1988,2.865744696,3.399999857,11.40353141,1091.134269,4.400000096,5.320803719,59899132483,Thai-Laotian Border War,TLB,During,Thailand,"In 1907, France (the colonial ruler of Laos), and Thailand (then known as Siam), signed a border treaty which later caused a dispute over the ownership of some border villages. Shooting broke out in 1984 over possession of three villages. Another cause of tension between the two Southeast Asian neighbors was the ongoing Hmong Rebellion in Laos. The rebels used bases in Thailand and often crossed the border to attack the Communist Laotian government.  Fighting broke out in December of 1987 in a dispute over land claimed by Laos, which considered the territory as part of the Laotian Bot District in Xaignabouri and by Thailand as part of Chat Trakan District in Phitsanulok Province.  Over 1,000 troops died before a cease-fire was put in place.[34]"
THA,1989-1991,2.595493724,1.733333349,10.63864267,1383.882536,2.100000024,5.878816887,78966458977,Thai-Laotian Border War,TLB,Post,Thailand,"In 1907, France (the colonial ruler of Laos), and Thailand (then known as Siam), signed a border treaty which later caused a dispute over the ownership of some border villages. Shooting broke out in 1984 over possession of three villages. Another cause of tension between the two Southeast Asian neighbors was the ongoing Hmong Rebellion in Laos. The rebels used bases in Thailand and often crossed the border to attack the Communist Laotian government.  Fighting broke out in December of 1987 in a dispute over land claimed by Laos, which considered the territory as part of the Laotian Bot District in Xaignabouri and by Thailand as part of Chat Trakan District in Phitsanulok Province.  Over 1,000 troops died before a cease-fire was put in place.[34]"
VNM,1984-1986,,,3.297573622,201.1124877,,398.0731048,11854618881,Thai-Laotian Border War,TLB,Pre,Vietnam,"In 1907, France (the colonial ruler of Laos), and Thailand (then known as Siam), signed a border treaty which later caused a dispute over the ownership of some border villages. Shooting broke out in 1984 over possession of three villages. Another cause of tension between the two Southeast Asian neighbors was the ongoing Hmong Rebellion in Laos. The rebels used bases in Thailand and often crossed the border to attack the Communist Laotian government.  Fighting broke out in December of 1987 in a dispute over land claimed by Laos, which considered the territory as part of the Laotian Bot District in Xaignabouri and by Thailand as part of Chat Trakan District in Phitsanulok Province.  Over 1,000 troops died before a cease-fire was put in place.[34]"
VNM,1987-1988,5.136186756,,4.359240652,207.6892655,,386.7982794,12983961148,Thai-Laotian Border War,TLB,During,Vietnam,"In 1907, France (the colonial ruler of Laos), and Thailand (then known as Siam), signed a border treaty which later caused a dispute over the ownership of some border villages. Shooting broke out in 1984 over possession of three villages. Another cause of tension between the two Southeast Asian neighbors was the ongoing Hmong Rebellion in Laos. The rebels used bases in Thailand and often crossed the border to attack the Communist Laotian government.  Fighting broke out in December of 1987 in a dispute over land claimed by Laos, which considered the territory as part of the Laotian Bot District in Xaignabouri and by Thailand as part of Chat Trakan District in Phitsanulok Province.  Over 1,000 troops died before a cease-fire was put in place.[34]"
VNM,1989-1991,6.930895765,,6.142091655,228.2472451,,61.443403,15073439203,Thai-Laotian Border War,TLB,Post,Vietnam,"In 1907, France (the colonial ruler of Laos), and Thailand (then known as Siam), signed a border treaty which later caused a dispute over the ownership of some border villages. Shooting broke out in 1984 over possession of three villages. Another cause of tension between the two Southeast Asian neighbors was the ongoing Hmong Rebellion in Laos. The rebels used bases in Thailand and often crossed the border to attack the Communist Laotian government.  Fighting broke out in December of 1987 in a dispute over land claimed by Laos, which considered the territory as part of the Laotian Bot District in Xaignabouri and by Thailand as part of Chat Trakan District in Phitsanulok Province.  Over 1,000 troops died before a cease-fire was put in place.[34]"
USA,1986-1988,5.790177601,6.199999968,3.564796848,26634.79249,6.23333327,2.882755871,6.45E+12,US Invasion of Panama,UIP,Pre,United States,"Corruption was widespread in Panama during Noriega's rule, and he was able to use his power to imprison and sometimes kill any who opposed him. In 1987 a former officer of the Panamanian defense force publicly accused Noriega of cooperating with Colombian drug producers. The US responded by imposing strict sanctions that took an extensive toll on the country. On December 15, 1989, the Panamanian legislature declared Noriega president and that the US and Panama were in a state of war. Following the shooting of a U.S. Marine, President George Bush ordered Operation Just Cause, an invasion consisting of over 25,000 soldiers. The mission was controversial due to the resulting loss of hundreds of Panamanian lives and the subsequent damage to Panama City and El Chorillo.  The military was able to quickly achieve its goals as Noriega surrendered on January 3, 1990. He was taken to the US, tried, convicted and jailed on drug trafficking charges and is currently serving his 40-year sentence in Miami.[33]"
USA,1989-1990,5.4570305,5.449999809,2.710543004,28198.42384,5.450000048,3.778492699,7.00E+12,US Invasion of Panama,UIP,During,United States,"Corruption was widespread in Panama during Noriega's rule, and he was able to use his power to imprison and sometimes kill any who opposed him. In 1987 a former officer of the Panamanian defense force publicly accused Noriega of cooperating with Colombian drug producers. The US responded by imposing strict sanctions that took an extensive toll on the country. On December 15, 1989, the Panamanian legislature declared Noriega president and that the US and Panama were in a state of war. Following the shooting of a U.S. Marine, President George Bush ordered Operation Just Cause, an invasion consisting of over 25,000 soldiers. The mission was controversial due to the resulting loss of hundreds of Panamanian lives and the subsequent damage to Panama City and El Chorillo.  The military was able to quickly achieve its goals as Noriega surrendered on January 3, 1990. He was taken to the US, tried, convicted and jailed on drug trafficking charges and is currently serving his 40-year sentence in Miami.[33]"
USA,1991-1993,4.706847218,7.399999936,2.005367986,28361.96846,7.066666762,2.56569129,7.28E+12,US Invasion of Panama,UIP,Post,United States,"Corruption was widespread in Panama during Noriega's rule, and he was able to use his power to imprison and sometimes kill any who opposed him. In 1987 a former officer of the Panamanian defense force publicly accused Noriega of cooperating with Colombian drug producers. The US responded by imposing strict sanctions that took an extensive toll on the country. On December 15, 1989, the Panamanian legislature declared Noriega president and that the US and Panama were in a state of war. Following the shooting of a U.S. Marine, President George Bush ordered Operation Just Cause, an invasion consisting of over 25,000 soldiers. The mission was controversial due to the resulting loss of hundreds of Panamanian lives and the subsequent damage to Panama City and El Chorillo.  The military was able to quickly achieve its goals as Noriega surrendered on January 3, 1990. He was taken to the US, tried, convicted and jailed on drug trafficking charges and is currently serving his 40-year sentence in Miami.[33]"
PAN,1986-1988,2.113037235,10.69999981,7.692143332,3309.250209,14.70000013,3.036186777,8336870594,US Invasion of Panama,UIP,Pre,Panama,"Corruption was widespread in Panama during Noriega's rule, and he was able to use his power to imprison and sometimes kill any who opposed him. In 1987 a former officer of the Panamanian defense force publicly accused Noriega of cooperating with Colombian drug producers. The US responded by imposing strict sanctions that took an extensive toll on the country. On December 15, 1989, the Panamanian legislature declared Noriega president and that the US and Panama were in a state of war. Following the shooting of a U.S. Marine, President George Bush ordered Operation Just Cause, an invasion consisting of over 25,000 soldiers. The mission was controversial due to the resulting loss of hundreds of Panamanian lives and the subsequent damage to Panama City and El Chorillo.  The military was able to quickly achieve its goals as Noriega surrendered on January 3, 1990. He was taken to the US, tried, convicted and jailed on drug trafficking charges and is currently serving his 40-year sentence in Miami.[33]"
PAN,1989-1990,1.602711933,13.69999981,4.830619806,2853.616104,16.29999924,-0.355209367,6826227052,US Invasion of Panama,UIP,During,Panama,"Corruption was widespread in Panama during Noriega's rule, and he was able to use his power to imprison and sometimes kill any who opposed him. In 1987 a former officer of the Panamanian defense force publicly accused Noriega of cooperating with Colombian drug producers. The US responded by imposing strict sanctions that took an extensive toll on the country. On December 15, 1989, the Panamanian legislature declared Noriega president and that the US and Panama were in a state of war. Following the shooting of a U.S. Marine, President George Bush ordered Operation Just Cause, an invasion consisting of over 25,000 soldiers. The mission was controversial due to the resulting loss of hundreds of Panamanian lives and the subsequent damage to Panama City and El Chorillo.  The military was able to quickly achieve its goals as Noriega surrendered on January 3, 1990. He was taken to the US, tried, convicted and jailed on drug trafficking charges and is currently serving his 40-year sentence in Miami.[33]"
PAN,1991-1993,1.281490665,11.10000006,-3.873703726,3160.067089,12.86666648,0.811716981,7170635639,US Invasion of Panama,UIP,Post,Panama,"Corruption was widespread in Panama during Noriega's rule, and he was able to use his power to imprison and sometimes kill any who opposed him. In 1987 a former officer of the Panamanian defense force publicly accused Noriega of cooperating with Colombian drug producers. The US responded by imposing strict sanctions that took an extensive toll on the country. On December 15, 1989, the Panamanian legislature declared Noriega president and that the US and Panama were in a state of war. Following the shooting of a U.S. Marine, President George Bush ordered Operation Just Cause, an invasion consisting of over 25,000 soldiers. The mission was controversial due to the resulting loss of hundreds of Panamanian lives and the subsequent damage to Panama City and El Chorillo.  The military was able to quickly achieve its goals as Noriega surrendered on January 3, 1990. He was taken to the US, tried, convicted and jailed on drug trafficking charges and is currently serving his 40-year sentence in Miami.[33]"
USA,1987-1989,5.690141837,5.633333206,3.61072228,27345.63159,5.666666667,3.392234132,6.69E+12,Persian Gulf War,PGW,Pre,United States,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
USA,1990-1991,5.025037474,6.399999857,0.797435446,28074.1639,6.200000048,6.200000048,7.05E+12,Persian Gulf War,PGW,During,United States,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
USA,1992-1994,4.504497582,7.099999904,3.463953265,28963.69798,6.833333333,6.833333333,7.53E+12,Persian Gulf War,PGW,Post,United States,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
KWT,1987-1989,8.392471393,1.700000048,7.996022248,,1.899999976,4.009484914,,Persian Gulf War,PGW,Pre,Kuwait,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
KWT,1990-1991,83.04755562,,,,,,,Persian Gulf War,PGW,During,Kuwait,"On July 17, 1990, Iraqi leader Saddam Hussein accused Kuwait and the United Arab Emirates of flooding the world oil market. On August 2, 1990, Iraqi military forces invaded and occupied Kuwait prompting the United Nations to pass a resolution calling for military action if Hussein did not withdraw his forces by January 15, 1991.  Iraq ignored all demands, and hostilities commenced on January 17, as the 36 members of the coalition forces, under the direction of American General H. Norman Schwarzkopf, initiated an air campaign to disable Iraq's communications, air defenses, and early warning radar installations.  After five weeks of air and missile combat, ground troops began their campaign in Kuwait. On February 27, coalition forces entered Kuwait City, forcing Iraq to concede a cease-fire after only 100 hours.[32]"
